city,ep0,ep0F,ep1F,deltaExposure0,deltaExposure1,deltaNDVIGlobal0,deltaNDVIGlobal1,deltaNDVILocal,di
Indianapolis,11940919.56453447,9735093.992217131,10043537.031925835,-18.47282833115153,-15.889752228496878,28.18049607860482,11.47347261566523,0.6800000000000002,0.4
Kansas City,17270953.167043254,15115474.46964208,15451530.777320635,-12.48036907143201,-10.534580067036913,27.906554266152337,9.968614881290003,0.6400000000000001,0.4
Riyadh,106399454.37581104,95471118.04962271,95252558.09901512,-10.271045458173688,-10.476459998962241,441.73114132023574,159.05235735821657,0.52,0.4
New Taipei [Taipei],78444973.93860006,62624228.551856816,62525623.91967122,-20.167952887748243,-20.29365199533259,28.640959286708643,10.81410600200999,0.51,0.4
Bandung,46467109.51882041,34020339.780043304,33915333.62481186,-26.786193218529842,-27.012172747531785,33.79404318058583,13.995922171719528,0.51,0.4
Orlando,11119336.012439964,8156674.622159079,8598299.28285629,-26.64422935835695,-22.67254741437095,46.97853493673659,19.143744232530295,0.6400000000000001,0.4
Lahore,267572601.18164092,240326025.28833342,239931974.3815441,-10.182872152448539,-10.330140932977306,123.58123461987546,22.12168268205321,0.52,0.4
Cleveland,14791258.660507698,12551360.512279168,12758214.393899705,-15.143391104429831,-13.74490375208008,21.373657067152077,11.654020362597981,0.6500000000000001,0.4
Portland,23218967.03207245,19343718.72485493,19853217.149778496,-16.690011669617448,-14.495691723257245,37.6270743490088,12.158062485636258,0.6800000000000002,0.4
Chennai,61662886.032304235,43267734.89314137,43182809.78109246,-29.83180373608516,-29.96952857757963,100.04532258276174,27.40131406582397,0.54,0.4
Boston,38280295.582565546,34427529.28324528,34427307.39231888,-10.064620036724527,-10.065199684616534,18.776374849650757,11.036435037349152,0.6700000000000002,0.4
St. Louis,17657119.233186685,15357713.941566702,15655754.31992095,-13.02253930130479,-11.334606097602574,33.078332276109684,12.37840421818973,0.6700000000000002,0.4
Naples,59453830.5742854,51452748.52277256,51427696.92389769,-13.4576392710572,-13.499775494464313,46.22714558942704,15.591619804781537,0.52,0.4
Singapore,18907258.351646364,6709723.440308456,6807878.112679675,-64.51244640805258,-63.993308886653715,61.05050279640749,18.004882092533183,0.8000000000000003,0.4
Las Vegas,42708985.68704696,37905761.84003202,37811520.84571133,-11.246401125540407,-11.467059595425992,293.11677505941856,72.81989686102143,0.52,0.4
Lima,42539013.59662859,26039604.143690094,25720878.91142455,-38.78653513076794,-39.53578906337629,297.49073427794644,73.6200067902651,0.52,0.4
San Antonio,20196116.38699411,16485527.523210898,16965772.419706196,-18.372784116914453,-15.994876962425257,74.58753338535809,23.266917847458206,0.6500000000000001,0.4
Hyderabad,98546063.62489471,82564211.79465663,82300697.3406372,-16.217646085866324,-16.485048399389946,130.42677328764128,34.43667623572111,0.52,0.4
Columbus,12301291.531305812,10086584.505407969,10386874.879795538,-18.0038577271467,-15.562728894264763,29.73370423141534,12.111243355374837,0.6600000000000001,0.4
Accra,19203071.225726206,11199698.884245958,11062290.808678314,-41.677564215656254,-42.393116816344204,95.12103426971579,38.31377462536736,0.52,0.4
Wuhan,69933881.59688535,55804267.66460554,55700697.343366414,-20.204246653612177,-20.352344140658772,73.4247377031602,16.116117939168184,0.52,0.4
Bradenton,4528813.272761336,3444603.7123096436,3567432.111801284,-23.940257527787654,-21.228103325484923,39.866680644549966,12.302789018753193,0.6700000000000002,0.4
Sacramento,28886689.256725997,24903717.522589073,24902550.74923184,-13.788259702380142,-13.792298840776589,94.59015941295506,26.76772849592775,0.5800000000000001,0.4
Chattogram,42508258.26231131,33589830.050919116,34133086.82598129,-20.98046021165599,-19.70245730758538,36.85655129915385,11.510595868345034,0.8000000000000003,0.4
Baghdad,140332962.9008119,128733231.56329852,128504651.09404811,-8.265863627287724,-8.428748002081386,187.92828093991588,38.85910400884853,0.52,0.4
Onitsha,12174279.962291615,4371426.845336431,4751949.129286351,-64.09293314367333,-60.967308588229045,92.05199273714835,35.813955209604224,0.8000000000000003,0.4
Madrid,120442047.15031028,106934974.29216692,106809772.79210067,-11.214582596131638,-11.31853425008352,146.97128945721758,33.20583217502982,0.52,0.4
Milwaukee,13969665.304505842,11717645.271398239,11898886.626878537,-16.120787320374998,-14.823395067019865,29.139352713312505,12.678456393473976,0.7100000000000002,0.4
Luanda,26575739.44232724,14780066.664224878,14552197.664315656,-44.38511599536292,-45.24254839307184,103.09942593206618,34.219247110065815,0.52,0.4
Perth,19895667.0760905,16910600.98482681,16873265.556329273,-15.003598923561475,-15.191255001413753,111.0183982261626,46.538634419698944,0.53,0.4
Dubai,33868851.57412478,26456463.28338831,26310937.846721202,-21.88556135277823,-22.315234724928484,359.47505297218765,110.94952891130745,0.52,0.4
Milan,63506915.35798368,54352794.37734554,54352463.599665664,-14.414368780214016,-14.414889633223503,40.93045299265254,19.094657426385428,0.6400000000000001,0.4
Karachi,162350576.37594646,135703510.71257684,135176712.08355796,-16.413286763863688,-16.737768906630457,238.69169902772913,56.03669038598148,0.52,0.4
Khartoum,40540394.85175746,30269618.016699634,30066905.942328196,-25.334673903928635,-25.83469881762937,264.9768201882234,73.24536666268823,0.52,0.4
Semarang,16583519.46838224,10358834.596709223,10575999.105746336,-37.535366865524885,-36.22584683600912,32.39908824808682,13.86993293929107,0.7900000000000003,0.4
Durban,20383446.171612196,15810836.673805337,16288819.375099607,-22.43295593546435,-20.088000635609554,27.71567887654132,11.272136039681488,0.7400000000000002,0.4
Baltimore,18424367.773734946,15827436.863881286,15966195.181654815,-14.095088318611085,-13.341964415106853,21.25169648933762,10.83789138646107,0.7800000000000002,0.4
Medan,11368702.83429682,4860660.7550148405,4848008.793747124,-57.245247537376734,-57.35653517900238,32.29181581158437,12.186177700952019,0.54,0.4
Algiers,56849806.60521345,47884593.84555149,47764811.21823123,-15.769996935820354,-15.980697084990737,111.34655223817079,40.51903526271347,0.52,0.4
Kochi,8993488.144369401,4843642.797347051,5248779.186726744,-46.14277886851349,-41.638004048374995,36.995679444180396,19.832224086145708,0.6800000000000002,0.4
Santiago,105381329.45502874,91947479.79353032,91706599.61437213,-12.747846066253409,-12.976425626222785,117.85731494639595,34.74162352030853,0.52,0.4
Vancouver,25625735.008123524,21096791.336909052,21456754.603210956,-17.67341959080888,-16.268725184237542,35.71334074817454,14.793727082226335,0.7900000000000003,0.4
Tianjin,143970692.61376724,126047407.40588757,125988229.18115063,-12.449259555875571,-12.49036391097908,80.07985470198504,16.764556366798615,0.52,0.4
Cape Town,53248419.167736486,45390342.74028739,45282417.92083943,-14.757389139939662,-14.960070874223625,110.0570571845674,33.49761033748877,0.52,0.4
Noakhali,9060637.33430558,2824281.9977274206,4084674.130255064,-68.82910226376612,-54.91846787874863,62.286349400256555,31.724461683535583,0.55,0.4
Berlin,48579822.77977828,40906447.63566096,41740305.42433293,-15.795395505871255,-14.078926113934589,36.13644851726256,14.44416301026983,0.6600000000000001,0.4
Wenzhou,31936133.802569676,23289679.33732444,23255597.230123788,-27.074205408512903,-27.180924986440992,50.52329515453246,18.676002933063426,0.52,0.4
Manchester,29291204.1659927,22891691.09524186,23435839.080051534,-21.847900258674652,-19.990182215653963,35.48831081902792,14.800456434752274,0.7300000000000002,0.4
Birmingham,33676042.47277487,26781130.027044035,27607431.53679452,-20.47423610213395,-18.020558505015753,46.99685748285664,17.91621598936977,0.7300000000000002,0.4
Monterrey,47376335.716109686,39750777.09781657,39623711.15941131,-16.095712137779675,-16.363917638447077,84.7616301414828,20.717665324386857,0.52,0.4
Louisville,8449603.057888748,7207627.556954414,7348873.745227983,-14.698625396074634,-13.026994346593574,21.689058045518976,9.884762932559713,0.6600000000000001,0.4
Virginia Beach,9812109.131385209,8375618.758876282,8595623.71044026,-14.639975496339929,-12.39779750363635,30.304551652215697,15.050132418558043,0.6900000000000002,0.4
Dar es Salaam,49466590.75125496,39927320.83352975,39922922.60124599,-19.28426797329509,-19.29315929209625,73.0943507295633,17.81965524429644,0.53,0.4
Rotterdam [The Hague],30202505.828920122,23950108.47044056,24442197.75667143,-20.701584808544723,-19.072285276187134,45.593609690622685,21.35066815578897,0.8400000000000003,0.4
Cincinnati,10488702.31122509,8693577.894431379,8904509.396996204,-17.114838075560172,-15.103802808222241,25.274561069003365,11.928299671030302,0.7000000000000002,0.4
Pune,95202724.16558114,82290378.12249976,82197398.77017918,-13.563000592949004,-13.660665185150028,133.5883515563158,30.944035799074353,0.52,0.4
Takasaki [Maebashi],16731982.121049022,12732730.398937335,12881620.249138737,-23.90184075729189,-23.011988920705853,40.87187543567355,27.439539222884285,0.6600000000000001,0.4
Nanjing,68777760.8948847,55734605.488050915,55726198.93788068,-18.964204762013217,-18.976427535858797,66.40490735508871,18.447174609354963,0.52,0.4
Tegal,5652447.364047946,1942344.2362993662,2425086.9683305062,-65.63711059649081,-57.09669082891197,49.263093388685704,17.78785962382304,0.6200000000000001,0.4
Bengaluru,118276465.5434496,98520131.6125727,98457096.66640025,-16.703520721642874,-16.756815302168945,111.49194326749894,18.13527441082314,0.52,0.4
Xi'an,86749428.26672912,72043609.53134002,72007829.48954993,-16.952064156749262,-16.993309433525116,83.20553457120711,28.828341677756217,0.52,0.4
Kollam,8034890.716670245,4597024.232661268,5170311.71465393,-42.786723618733554,-35.651748144789096,33.72155917502107,18.278617391511396,0.55,0.4
Austin,15968423.488072906,13219433.282359127,13593024.625549816,-17.215163461609393,-14.875600364039174,67.16763319115645,20.08499698929447,0.6200000000000001,0.4
Changzhou,31058101.02761577,23030027.32044361,22970352.72951097,-25.848565886349196,-26.040704455541114,74.73558972334884,40.6819293266334,0.54,0.4
Zhengzhou,70122927.2830739,59372023.274189815,59194674.70804934,-15.33151057069335,-15.584421527226223,65.27027657230522,20.77069673094565,0.51,0.4
Qingdao,44402204.19961218,37116973.931781635,37061122.425218835,-16.407361749609212,-16.533147186547694,65.74523321038566,21.683529604579068,0.52,0.4
Alexandria,128431626.5658735,118593327.15234089,118557786.65861888,-7.660340117616186,-7.688012813720971,80.04517158226027,17.165582038653344,0.51,0.4
Guadalajara,62431970.91836979,53829199.48859043,53671779.802753724,-13.779432722102502,-14.03157867155928,114.77355103858588,30.796506231457318,0.52,0.4
Belo Horizonte,50927213.86226643,42758355.1301371,42699495.28803219,-16.040262391384996,-16.155838794728204,43.51130039683133,15.380872489534672,0.51,0.4
Katowice,30617693.03945381,26715722.733363554,27209853.109410204,-12.744168220192797,-11.130296216806011,28.492726893318316,11.067026556290886,0.6200000000000001,0.4
Sirajganj,7449454.010342051,1954055.440017662,2715122.733850201,-73.76914553328534,-63.55272842706586,87.4859909851149,33.92805012328557,0.8900000000000003,0.4
Shijiazhuang,66053465.87832158,57057967.226055585,56959603.375216246,-13.618511205508558,-13.76742670832341,60.889431762210236,22.187137837145112,0.53,0.4
Cologne,33035190.07777122,28095663.442687616,28594976.672346603,-14.952317887243888,-13.440859262415312,34.83337962606023,16.40362955385886,0.7100000000000002,0.4
Ningbo,28398500.097529996,21930718.137684554,21872884.289623678,-22.775082971399563,-22.978734036991955,52.447849162736205,24.809934774401423,0.51,0.4
Hefei,38954629.06720473,31763069.896213785,31679142.571334273,-18.461372481776245,-18.67682139475324,56.21585624822773,16.76160839040115,0.51,0.4
Cixi,20530261.75543175,14984916.677782258,15020372.998455215,-27.010591212663634,-26.837888491698198,51.29069408769095,23.28973527678695,0.6300000000000001,0.4
Brahmanbaria,8321060.175149059,2540685.6687723133,3210763.7354492764,-69.46680332441171,-61.41400653442864,79.1150493035759,32.60376501537188,0.8400000000000003,0.4
Shenyang,120911775.01895124,107600020.0604149,107573961.11171746,-11.00947774230418,-11.0310297778221,43.515930213846886,9.769753211293303,0.51,0.4
Amman,96238595.65688719,86238603.02256088,86045160.31215303,-10.390833912392686,-10.591837167986233,268.9399501266421,59.61756905790306,0.52,0.4
Bogota,42721421.12930508,26333094.971201345,26297200.659101658,-38.360910580434876,-38.44493005158272,85.91006774340026,19.620513066311542,0.51,0.4
Jeddah,26369887.66787549,20103504.51147061,19982581.71355659,-23.763404817377207,-24.22196876515363,520.5474337824309,179.65729104594215,0.52,0.4
Ciudad Juárez,39391884.06045027,35197988.444547854,35115668.65291205,-10.646598191308948,-10.855574719340654,225.66658813639137,65.39384665219025,0.52,0.4
Tasikmalaya,3734399.1911548637,935111.691397871,1230281.4348028782,-74.95951440829529,-67.05543859058054,24.13616675921041,9.38496755686851,0.5900000000000001,0.4
Jinan,82479622.33353642,73412868.29421057,73359033.93926576,-10.992720120202689,-11.057990005565538,46.60349387970034,14.116076775853594,0.52,0.4
Salt Lake City,16079956.410951376,13621764.225171747,13775476.544436498,-15.28730627718281,-14.331381302410714,84.3693463034922,26.17360210724845,0.7100000000000002,0.4
Kampala,20798316.252693214,15030019.66065079,15081548.13226587,-27.734440240062586,-27.486687147990015,42.04838424094834,18.15828821275374,0.6800000000000002,0.4
Saint Petersburg,87440754.63485748,74139764.57890706,74441678.70942207,-15.211430998615944,-14.866152493443193,29.666697027345023,12.677904399932942,0.7800000000000002,0.4
Yangon,50928780.54041299,40063173.6545639,40859540.665791005,-21.334904881979302,-19.771217311264397,99.72820779184696,21.068994851182012,0.8500000000000003,0.4
Guruvayur,10948832.107553158,5942696.102352805,6890209.052648127,-45.7230137061543,-37.06900439276213,44.50701055506784,23.972042815195284,0.49,0.4
Kyiv,52437482.143061176,45787402.13951262,46107176.66327473,-12.681920892779805,-12.072100377580982,33.488361959336046,11.59103610266802,0.6900000000000002,0.4
Santo Domingo,24241924.64572142,17696398.40917423,17651608.92604454,-27.000852169146743,-27.185612594666818,34.06885917759878,13.092726586508041,0.51,0.4
Amaigbo,7372819.924604161,1302715.3118100304,2226604.725219816,-82.3308405042868,-69.79982221199631,78.86248744245542,34.50285411249152,0.6100000000000001,0.4
Adelaide,13971256.318527933,11830159.064853076,11817514.44797355,-15.325015910240289,-15.415520418863167,90.00724586958415,38.58416745696733,0.52,0.4
Tashkent,41017160.7179439,32434567.26230991,32426992.412887905,-20.924396777857268,-20.942864290696818,99.43775223440828,32.53123020198868,0.5800000000000001,0.4
Edmonton,14060797.395855004,11140332.071417596,11480480.959377252,-20.770268159175203,-18.35113872872108,40.848027633601944,12.060194120827807,0.6800000000000002,0.4
Rome,49958879.79895079,43382609.86496782,43375138.43454765,-13.163365472660336,-13.178320632684423,73.26365737581692,20.881225875201782,0.56,0.4
Pittsburgh,7992518.28782036,6624152.248298025,6743227.573848613,-17.120586906977252,-15.63075202312038,19.538094398334277,11.161345541123403,0.6700000000000002,0.4
Kozhikode,7881067.065185742,4681785.810599802,5167639.360870203,-40.59451884020402,-34.42969945404962,30.353981469596427,14.149048535578828,0.7100000000000002,0.4
Tel Aviv,55232915.086940795,48924468.80129393,48823387.38494652,-11.421534198795936,-11.604543580408883,142.72240869647868,44.995499161390306,0.52,0.4
Recife,28011712.963269874,21810736.689329676,21752880.417784225,-22.137083448167477,-22.343626588250746,54.77310598633717,14.237368116434292,0.54,0.4
Ibadan,13040590.909928102,7541074.089725839,7445177.343110032,-42.172297698682925,-42.9076688737943,79.21480230618847,18.06222112457834,0.52,0.4
Kuwait City,60436112.1432865,54384609.028667,54266427.17558717,-10.013058252774654,-10.208606657343827,445.6151936027791,95.86873078923234,0.52,0.4
Bogura,7440595.57931665,2820220.8997353157,3664507.6366759157,-62.096839296373545,-50.749807624775286,73.08753199376848,34.917248507416055,0.53,0.4
Goiânia,27778128.409087017,23913156.938740756,23882553.216175035,-13.913721664134572,-14.023893674699945,72.06428691878368,21.775441803229587,0.54,0.4
Linyi,18955961.839776523,14607457.205645867,14670497.875546934,-22.940036864844853,-22.607473049650913,62.85542398810899,32.45212328459101,0.6600000000000001,0.4
Pati,7788958.975027995,4193058.680701998,4753117.712813504,-46.166635436837346,-38.97621327763611,42.398921108475626,15.635429989521057,0.5800000000000001,0.4
Calgary,16204875.13541559,12879142.838922719,13174435.174828025,-20.52303562169706,-18.700791800392025,51.98875911703894,15.872638135058805,0.7200000000000002,0.4
Harbin,94277163.09768228,83121663.41094133,82963897.01169075,-11.83266373340332,-12.000006909700549,41.44726610197208,11.387191046645874,0.51,0.4
Zibo,34164004.61730957,28060047.097612575,28107789.871685773,-17.866633575515788,-17.7268877389021,52.14336331906948,22.24020843978495,0.6400000000000001,0.4
Albuquerque,14219276.452890027,12556152.591387037,12528227.90942443,-11.696262232562226,-11.892648328965409,158.29670051691207,45.273311559994625,0.52,0.4
Lisbon,36487339.48728561,31262067.07258343,31190790.941678867,-14.320782189457736,-14.516127018393263,93.4140656208581,27.001269150056448,0.52,0.4
Athens,75581278.25311932,68154225.39777458,68008581.67642675,-9.826577463365698,-10.019275608612816,113.5447131128588,25.615601068085773,0.52,0.4
Budapest,35098187.38351338,30218480.73296042,30493716.84188633,-13.9030161222659,-13.11882716709725,42.451239847890214,15.994964260998113,0.8500000000000003,0.4
Havana,11779463.125988193,8886610.576164413,8938334.634738002,-24.55844140673512,-24.119337705485158,27.56573539995461,11.734117130105757,0.7400000000000002,0.4
Buffalo,8513478.907337058,7093375.712267418,7222005.511119248,-16.680645016290242,-15.169749173922268,27.82761596226724,13.915656367874451,0.6100000000000001,0.4
Abidjan,17024280.265188202,9677046.142299078,9598647.759582734,-43.15738467906326,-43.61789391349273,70.28998226868183,16.945929901428368,0.52,0.4
Kumasi,21562942.183109336,15679787.81866968,15614628.40297715,-27.283634647260904,-27.585817044909636,56.700248556590545,13.08768863655213,0.52,0.4
San José,7813778.076210529,4394312.461593553,4363492.875865246,-43.7620006770825,-44.15642684874636,42.08042202100888,16.851961537798623,0.51,0.4
Tripoli,14134696.415910613,11503475.537519787,11451125.849156173,-18.615333509597082,-18.985696528534557,209.8530587390285,131.53118033694497,0.52,0.4
Warsaw,36020619.47609914,31122034.042103022,31599476.522414744,-13.599392529177601,-12.273922597633197,30.82355925527587,11.684830900723055,0.6500000000000001,0.4
Tunis,39940038.92574873,34583153.93841927,34479530.51218615,-13.412317893050322,-13.67176537737993,177.1343994365232,48.8518757249445,0.52,0.4
Concord,25005383.939081155,20277292.44762048,20239050.61829173,-18.90829392173857,-19.06122830347779,100.77482298979372,26.28105624345471,0.53,0.4
Changchun,79590101.68733017,71276981.07362081,71208882.05410749,-10.444917693870359,-10.530479865634948,45.26396910813164,8.86707527407739,0.51,0.4
Tucson,15820162.918020241,14016724.092398863,13981257.040331507,-11.399622336171635,-11.623811254143883,182.4368246221817,56.47891655693156,0.52,0.4
Omaha,8004786.177722372,6711604.514009493,6912942.829326086,-16.15510564556806,-13.639881492836478,35.38315608432888,13.684727477278889,0.6500000000000001,0.4
Faisalabad,86195760.85574687,76425237.74467564,76258916.80160424,-11.335271031974198,-11.528228251006977,118.74414248682228,26.2758859496196,0.52,0.4
Providence,10061263.614966962,8904486.651541363,8922257.279235542,-11.497332817170177,-11.320708604007299,16.28196789517744,9.726394097689337,0.6300000000000001,0.4
Kano,48377960.47716059,39890533.11358864,39725545.909585044,-17.54399581929233,-17.885033767929055,181.1035459510674,42.60797878047995,0.52,0.4
Casablanca,62873092.09742831,54376171.19913782,54215719.58871524,-13.51439958627076,-13.769598758237594,171.49976942575927,38.71912761927883,0.52,0.4
Vienna,34694640.885942206,30078171.35898926,30076629.643215507,-13.30600176012623,-13.310445431351484,41.72541111015325,11.980074326954213,0.6500000000000001,0.4
Allentown,6352765.347894937,5587630.229632855,5631894.770448679,-12.044126870129366,-11.347350924666637,12.896951208546112,5.512610738988729,0.5900000000000001,0.4
Copenhagen,24867861.86919129,21355886.617946696,21567660.917873476,-14.122546078621934,-13.270947734378488,41.89935412479281,15.93140055812886,0.7600000000000002,0.4
Sapporo,25159835.69639068,20665588.214105137,20604628.951004833,-17.86278549875534,-18.105073500298406,26.55853154516629,11.99852850935051,0.5,0.4
Doha,32952065.92940666,29394010.183228903,29325234.59989627,-10.79767124100867,-11.006385266648124,557.4285623291638,170.88103382736807,0.52,0.4
Brick,6402878.694548199,5577083.454063689,5672154.182183171,-12.897249501035246,-11.412437236819926,20.967948545111852,11.753661444533376,0.6900000000000002,0.4
Yantai,20406335.430036794,17160180.49495469,17150219.593220882,-15.907583927606991,-15.956396717967902,47.618743193792184,16.894357676471092,0.5800000000000001,0.4
Tangshan,33859459.476979926,28952330.818800382,29013330.056249693,-14.492637313114109,-14.312483115759651,48.280478511944665,18.260079787439796,0.6300000000000001,0.4
Munich,27102755.450519204,23361260.84528013,23738990.037157495,-13.80484951823376,-12.411156568574176,28.85995619600361,12.002208337329753,0.6400000000000001,0.4
Bridgeport,12585675.160932105,11485597.801278524,11484123.374386542,-8.740709938775412,-8.752425058331012,11.1705826941424,7.970505199658538,0.51,0.4
Donetsk,22524837.741839662,19995630.48980824,20402606.088397257,-11.228525954410966,-9.42174002656801,47.855532032291855,13.240641554505,0.7000000000000002,0.4
Helsinki,16318965.714157054,13985484.754686786,14175122.295713013,-14.29919640952443,-13.137128026344284,27.56675441493521,13.662265128372326,0.7300000000000002,0.4
Daegu,40827672.49110283,35626696.422572404,35585316.95887805,-12.738850272848207,-12.840201785608023,26.347360877389704,9.350206403142822,0.5,0.4
Dayton,4847448.630874081,4006441.8901134385,4119589.700682969,-17.349471955291122,-15.015299503233022,26.716006930361758,12.649178450253213,0.6200000000000001,0.4
Guangzhou,243940936.64905828,143372188.16558176,148851069.88530898,-41.22667964834379,-38.98069265042989,83.76590724061928,28.172725551423913,0.8200000000000001,0.5
Los Angeles,185349154.3246978,145578492.02518404,146689779.38849634,-21.457158757704843,-20.857594455746643,136.25250746938022,42.08588152093471,0.81,0.5
New York,185296983.00341883,152230347.41359907,152138527.62086415,-17.84520991861463,-17.894762691275382,23.062012377683008,11.856059040236184,0.64,0.5
Tokyo,441716065.8966999,356774880.9871459,358859077.9312955,-19.229815591407178,-18.7579747178092,49.09400146678069,23.901770053174413,0.81,0.5
Jakarta,167335492.93904293,90473726.33157606,95114473.15581177,-45.93273384951638,-43.15941496616015,36.79942542741939,14.943190259253734,0.76,0.5
Chicago,92079604.55133203,75899396.32428369,77594115.78049394,-17.571978404868457,-15.731484557758707,37.76148550440851,16.849406286457445,0.7200000000000001,0.5
Dallas,77862173.25231297,64746113.3047106,66999296.74702083,-16.845227149131432,-13.951417038015242,77.91078352319181,23.427896123311093,0.7000000000000001,0.5
Houston,63748692.18845348,52876336.08333444,54513468.76047523,-17.05502612191361,-14.486922179794902,47.07727352366372,15.289626352360832,0.7200000000000001,0.5
